name,host_id,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
Townhouse in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 private bath,6700231,Petra,t,"Chicago, Illinois, United States",North Center,1,$79.00,4.95
Condo in Chicago · ★4.67 · 1 bedroom · 1 bed · 1 bath,23197213,Doral,f,"Chicago, Illinois, United States",Grand Boulevard,1,$146.00,4.67
Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 bath,33221491,Mary,f,"Chicago, Illinois, United States",West Town,1,$119.00,4.8
Rental unit in Chicago · ★4.98 · 2 bedrooms · 2 beds · 1 bath,10209853,Tatiana & Roupen,t,"Chicago, Illinois, United States",Near North Side,2,$275.00,4.98
Condo in Chicago · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,10613587,Saurin,t,"Chicago, Illinois, United States",West Town,1,$74.00,4.86
Rental unit in Chicago · ★4.71 · 2 bedrooms · 3 beds · 1 bath,33245101,Rosa,t,"Chicago, Illinois, United States",Irving Park,3,$115.00,4.71
Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 2 baths,1407749,Vladimir,f,"Chicago, Illinois, United States",West Town,1,$114.00,4.92
Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 1 bath,214243,Sarah,t,"Chicago, Illinois, United States",West Town,2,$126.00,4.94
Home in Chicago · ★5.0 · 3 bedrooms · 3 beds · 3 baths,13228002,Martha,f,"Chicago, Illinois, United States",Logan Square,3,$175.00,5.0
Condo in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 private bath,26874445,Sebastien,t,"Chicago, Illinois, United States",West Town,1,$55.00,4.89
Condo in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 private bath,26874445,Sebastien,t,"Chicago, Illinois, United States",West Town,1,$52.00,4.91
Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,8813383,Mindy + Tony,t,"Chicago, Illinois, United States",West Town,1,$103.00,4.89
Townhouse in Chicago · ★4.92 · 1 bedroom · 2 beds · 2 baths,26957265,Beth,f,"Chicago, Illinois, United States",West Town,2,$179.00,4.92
Rental unit in Chicago · ★4.91 · 3 bedrooms · 4 beds · 2 baths,5228189,Matthew,t,"Chicago, Illinois, United States",West Town,4,$221.00,4.91
Rental unit in Chicago · ★4.31 · 2 bedrooms · 2 beds · 1 bath,31669178,Donna,t,"Chicago, Illinois, United States",Portage Park,2,$99.00,4.31
Rental unit in Chicago · ★4.82 · 2 bedrooms · 2 beds · 2 baths,5640784,Dean,t,"Chicago, Illinois, United States",Near North Side,2,$129.00,4.82
Condo in Chicago · ★4.91 · 2 bedrooms · 2 beds · 2 baths,27074701,Charissa,t,"Chicago, Illinois, United States",West Town,2,$170.00,4.91
Rental unit in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,22215535,Matt,f,"Chicago, Illinois, United States",Lower West Side,1,$25.00,4.58
Home in Chicago · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,33813743,Zandra,f,"Chicago, Illinois, United States",Lower West Side,1,$68.00,4.78
Home in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 private bath,9499059,Bennett,t,"Chicago, Illinois, United States",Hyde Park,1,$71.00,4.9
Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,7723412,J,f,"Chicago, Illinois, United States",Near West Side,2,$90.00,4.75
Loft in Chicago · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,24676863,William,t,"Chicago, Illinois, United States",West Town,1,$119.00,4.54
Rental unit in Chicago · ★4.92 · 2 bedrooms · 2 beds · 2 baths,3965428,Rob,t,"Chicago, Illinois, United States",Loop,2,$180.00,4.92
Rental unit in Chicago · ★4.84 · 3 bedrooms · 5 beds · 2.5 baths,4698713,Mark Y Toñi,t,"Chicago, Illinois, United States",West Town,5,$182.00,4.84
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,33870996,Yvonne,f,"Chicago, Illinois, United States",Armour Square,2,$134.00,4.81
Condo in Chicago · ★4.98 · 1 bedroom · 1 bed · 2 baths,28022926,Bryan,t,"Chicago, Illinois, United States",Logan Square,1,$175.00,4.98
Loft in Chicago · ★4.86 · 2 bedrooms · 2 beds · 1 bath,4591141,Moudi,t,"Chicago, Illinois, United States",West Town,2,$100.00,4.86
Home in Chicago · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,28501460,Delia,f,"Chicago, Illinois, United States",South Shore,1,$20.00,4.44
Rental unit in Chicago · ★4.61 · 2 bedrooms · 2 beds · 1 bath,683529,Joe,t,"Chicago, Illinois, United States",Lincoln Park,2,$179.00,4.61
Rental unit in Chicago · ★4.82 · 2 bedrooms · 2 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,2,$168.00,4.82
Rental unit in Chicago · ★4.79 · 2 bedrooms · 3 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",Lincoln Park,3,$205.00,4.79
Rental unit in Chicago · ★4.83 · 2 bedrooms · 2 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",Lincoln Park,2,$189.00,4.83
Rental unit in Chicago · ★4.71 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,3,$208.00,4.71
Home in Chicago · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,33813743,Zandra,f,"Chicago, Illinois, United States",Lower West Side,1,$48.00,4.79
Loft in Chicago · ★4.97 · 1 bedroom · 1 bed · 2 baths,2392656,Brett,t,"Chicago, Illinois, United States",West Town,1,$245.00,4.97
Guesthouse in Chicago · ★4.88 · 2 bedrooms · 3 beds · 2 baths,28715964,David,t,"Chicago, Illinois, United States",Lincoln Park,3,$191.00,4.88
Rental unit in Chicago · ★4.88 · 2 bedrooms · 4 beds · 1.5 baths,28715964,David,t,"Chicago, Illinois, United States",Lincoln Park,4,$178.00,4.88
Condo in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,34396037,Kristy,t,"Chicago, Illinois, United States",Woodlawn,1,$83.00,4.93
Guest suite in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 bath,11581930,Beatrice,t,"Chicago, Illinois, United States",Lincoln Square,1,$98.00,4.97
Condo in Chicago · ★4.96 · 2 bedrooms · 3 beds · 2.5 baths,12549865,Holly,t,"Chicago, Illinois, United States",West Town,3,$246.00,4.96
Bungalow in Chicago · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,28501460,Delia,f,"Chicago, Illinois, United States",South Shore,1,$22.00,4.56
Bungalow in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,28501460,Delia,f,"Chicago, Illinois, United States",South Shore,1,$30.00,4.84
Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 1 private bath,34473759,Kerry,t,"Chicago, Illinois, United States",Lincoln Square,2,$88.00,4.98
Rental unit in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 bath,3574415,Marv,t,"Chicago, Illinois, United States",Near North Side,1,$85.00,4.95
Townhouse in Chicago · ★4.85 · 4 bedrooms · 4 beds · 3 baths,31719241,Susan,f,"Chicago, Illinois, United States",Lincoln Park,4,$599.00,4.85
Condo in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 private bath,13195824,Amy,t,"Chicago, Illinois, United States",Uptown,1,$92.00,4.95
Rental unit in Chicago · ★4.92 · 2 bedrooms · 3 beds · 1 bath,25505766,Danielle,t,"Chicago, Illinois, United States",Logan Square,3,$106.00,4.92
Condo in Chicago · ★4.78 · 3 bedrooms · 4 beds · 1.5 baths,27909973,Shkelzen,f,"Chicago, Illinois, United States",West Ridge,4,$143.00,4.78
Rental unit in Chicago · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,250400,Dan,t,"Chicago, Illinois, United States",South Lawndale,1,$75.00,4.94
Rental unit in Chicago · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,30356781,Greg,f,"Chicago, Illinois, United States",Lincoln Park,1,$65.00,4.56
Home in Chicago · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,20449664,John,f,"Chicago, Illinois, United States",Dunning,1,$95.00,4.8
Rental unit in Chicago · ★4.70 · 2 bedrooms · 3 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,3,$189.00,4.7
Rental unit in Chicago · ★4.66 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,3,$205.00,4.66
Rental unit in Chicago · ★4.67 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,3,$221.00,4.67
Condo in Chicago · ★4.82 · 2 bedrooms · 2 beds · 2 baths,32200299,Nate,t,"Chicago, Illinois, United States",Woodlawn,2,$159.00,4.82
Home in Chicago · ★4.97 · 3 bedrooms · 3 beds · 2.5 baths,22588707,Brandon,f,"Chicago, Illinois, United States",Grand Boulevard,3,$149.00,4.97
Rental unit in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,35241159,Oliver,f,"Chicago, Illinois, United States",Uptown,1,$125.00,4.95
Rental unit in Chicago · ★4.85 · 3 bedrooms · 3 beds · 1 bath,28811949,Seth & Mike,t,"Chicago, Illinois, United States",West Garfield Park,3,$121.00,4.85
Rental unit in Chicago · ★4.65 · Studio · 3 beds · 1 bath,11710780,Robert,t,"Chicago, Illinois, United States",East Garfield Park,3,$52.00,4.65
Rental unit in Chicago · ★4.91 · 2 bedrooms · 2 beds · 1 bath,34217631,Kenneth,t,"Chicago, Illinois, United States",Lower West Side,2,$140.00,4.91
Condo in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 private bath,30507677,Dorene,t,"Chicago, Illinois, United States",Lake View,1,$99.00,4.9
Townhouse in Chicago · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,4010906,Bobbie,f,"Chicago, Illinois, United States",Grand Boulevard,1,$107.00,4.75
Condo in Chicago · ★4.70 · 2 bedrooms · 4 beds · 1 bath,1649647,Bianca,f,"Chicago, Illinois, United States",West Town,4,$54.00,4.7
Condo in Chicago · ★4.70 · 2 bedrooms · 3 beds · 1 bath,1649647,Bianca,f,"Chicago, Illinois, United States",West Town,3,$65.00,4.7
Rental unit in Chicago · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,31050127,Siddharth,f,"Chicago, Illinois, United States",Hermosa,1,$45.00,4.73
Townhouse in Chicago · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,4010906,Bobbie,f,"Chicago, Illinois, United States",Grand Boulevard,1,$137.00,4.77
Rental unit in Chicago · ★4.86 · 2 bedrooms · 3 beds · 1 bath,683529,Joe,t,"Chicago, Illinois, United States",North Center,3,$154.00,4.86
Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 private bath,35506107,Eileen,t,"Chicago, Illinois, United States",Edgewater,1,$68.00,4.97
Guest suite in Chicago · ★4.62 · 1 bedroom · 2 beds · 1 bath,30836055,Ying,f,"Chicago, Illinois, United States",Mckinley Park,2,$52.00,4.62
Rental unit in Chicago · ★4.73 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,f,"Chicago, Illinois, United States",West Ridge,1,$27.00,4.73
Rental unit in Chicago · ★4.94 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,3,$198.00,4.94
Boutique hotel in Chicago · ★4.67 · 2 bedrooms · 1 bed · 1 private bath,24705990,Rick,t,"Chicago, Illinois, United States",Uptown,1,$260.00,4.67
Rental unit in Chicago · ★4.87 · 1 bedroom · 2 beds · 1 bath,9959757,Jedidiah,t,"Chicago, Illinois, United States",Irving Park,2,$52.00,4.87
Rental unit in Chicago · ★4.72 · 4 bedrooms · 4 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,4,$226.00,4.72
Serviced apartment in Chicago · ★4.91 · 2 bedrooms · 2 beds · 2 baths,24705990,Rick,t,"Chicago, Illinois, United States",Uptown,2,$328.00,4.91
Rental unit in Chicago · ★4.80 · 2 bedrooms · 2 beds · 1 bath,683529,Joe,t,"Chicago, Illinois, United States",North Center,2,$157.00,4.8
Rental unit in Chicago · ★4.61 · 4 bedrooms · 4 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",North Center,4,$228.00,4.61
Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 bath,683529,Joe,t,"Chicago, Illinois, United States",Lincoln Park,1,$171.00,4.75
Rental unit in Chicago · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,35342456,Roberto,t,"Chicago, Illinois, United States",Portage Park,2,$78.00,4.85
Rental unit in Chicago · ★4.86 · 1 bedroom · 2 beds · 1 bath,25759643,Tim,t,"Chicago, Illinois, United States",Lake View,2,$110.00,4.86
Home in Chicago · 2 bedrooms · 2 beds · 2.5 baths,26957265,Beth,f,"Chicago, Illinois, United States",West Town,2,$429.00,5.0
Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,683529,Joe,t,"Chicago, Illinois, United States",Lincoln Park,2,$192.00,4.75
Rental unit in Chicago · ★4.90 · 3 bedrooms · 4 beds · 1 bath,5050949,Abigail,f,"Chicago, Illinois, United States",Logan Square,4,$170.00,4.9
Rental unit in Chicago · ★4.63 · 4 bedrooms · 4 beds · 2 baths,683529,Joe,t,"Chicago, Illinois, United States",Lincoln Park,4,$231.00,4.63
Rental unit in Chicago · ★4.97 · Studio · 1 bed · 1 bath,36140345,Melissa,t,"Chicago, Illinois, United States",West Town,1,$135.00,4.97
Condo in Chicago · ★4.82 · 2 bedrooms · 2 beds · 1 bath,39290149,Vanessa & Charlie,f,"Chicago, Illinois, United States",West Town,2,$69.00,4.82
Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,15226289,Anton,f,"Chicago, Illinois, United States",Logan Square,2,$80.00,4.88
Rental unit in Chicago · ★4.81 · 2 bedrooms · 3 beds · 1 shared bath,35342456,Roberto,t,"Chicago, Illinois, United States",Portage Park,3,$181.00,4.81
Home in Chicago · ★4.73 · 1 bedroom · 2 beds · 2.5 shared baths,22608682,Ryan,t,"Chicago, Illinois, United States",East Garfield Park,2,$39.00,4.73
Rental unit in Chicago · ★4.76 · 3 bedrooms · 3 beds · 1 bath,6427776,Thanh,f,"Chicago, Illinois, United States",Logan Square,3,$214.00,4.76
Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,36300208,Maria,f,"Chicago, Illinois, United States",Avondale,1,$35.00,5.0
Home in Chicago · ★4.95 · 3 bedrooms · 3 beds · 2 baths,39699805,Mark,t,"Chicago, Illinois, United States",Lake View,3,$314.00,4.95
Rental unit in Chicago · ★4.66 · 2 bedrooms · 2 beds · 1 bath,22550008,Alex & Annie,f,"Chicago, Illinois, United States",Near North Side,2,$90.00,4.66
Home in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 bath,15013308,Christina,f,"Chicago, Illinois, United States",Logan Square,1,$329.00,4.99
Condo in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,29716517,Ronaldo And Carla,t,"Chicago, Illinois, United States",West Town,1,$77.00,4.84
Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,39707371,Judy,t,"Chicago, Illinois, United States",Portage Park,1,$85.00,5.0
Home in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,39707371,Judy,t,"Chicago, Illinois, United States",Portage Park,1,$78.00,4.98
Home in Chicago · ★4.38 · 2 bedrooms · 3 beds · 2 baths,33679006,Rebeca,f,"Chicago, Illinois, United States",Near West Side,3,$180.00,4.38
Boutique hotel in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 private bath,24705990,Rick,t,"Chicago, Illinois, United States",Uptown,1,$260.00,4.98
Home in Chicago · ★4.88 · 4 bedrooms · 5 beds · 2 baths,34959956,Trevor,f,"Chicago, Illinois, United States",West Town,5,$223.00,4.88
Guest suite in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,1089952,Beth,t,"Chicago, Illinois, United States",North Center,1,$100.00,4.91
Rental unit in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,4336170,Catrina,f,"Chicago, Illinois, United States",Lincoln Park,1,$66.00,4.58
Guesthouse in Chicago · ★4.45 · 1 bedroom · 1 bed · 1 bath,192514716,Juan,f,"Chicago, Illinois, United States",West Elsdon,1,$72.00,4.45
Rental unit in Chicago · ★4.78 · 2 bedrooms · 3 beds · 1 bath,172402450,Lora,f,"Chicago, Illinois, United States",Lake View,3,$121.00,4.78
Home in Chicago · ★4.68 · 1 bedroom · 1 bed · 3 shared baths,20449664,John,f,"Chicago, Illinois, United States",Dunning,1,$125.00,4.68
Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,28183266,Allyson,f,"Chicago, Illinois, United States",Logan Square,1,$98.00,4.9
Rental unit in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 bath,25320970,Kimberly,t,"Chicago, Illinois, United States",Lake View,1,$164.00,4.79
Rental unit in Chicago · ★4.78 · 2 bedrooms · 1 bed · 1 shared bath,36541232,G,f,"Chicago, Illinois, United States",West Town,1,$46.00,4.78
Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 private bath,38088944,Amanda,t,"Chicago, Illinois, United States",Logan Square,1,$35.00,4.92
Rental unit in Chicago · ★4.74 · 3 bedrooms · 4 beds · 1 bath,35342456,Roberto,t,"Chicago, Illinois, United States",Portage Park,4,$343.00,4.74
Loft in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,4163320,Meka,t,"Chicago, Illinois, United States",Near West Side,2,$100.00,5.0
Rental unit in Chicago · ★4.97 · 1 bedroom · 2 beds · 1 bath,38186342,Carmen & John,t,"Chicago, Illinois, United States",West Town,2,$88.00,4.97
Serviced apartment in Chicago · ★4.85 · 3 bedrooms · 3 beds · 1 bath,40319547,Josh,t,"Chicago, Illinois, United States",Lake View,3,$200.00,4.85
Bungalow in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 private bath,686562,Patricia,f,"Chicago, Illinois, United States",Rogers Park,1,$62.00,4.75
Home in Chicago · ★4.80 · 1 bedroom · 2 beds · 1 private bath,337164,Maricela,f,"Chicago, Illinois, United States",Garfield Ridge,2,$48.00,4.8
Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,27077065,Anthony,t,"Chicago, Illinois, United States",West Town,1,$91.00,4.92
Bungalow in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,36300208,Maria,f,"Chicago, Illinois, United States",Avondale,1,$38.00,5.0
Townhouse in Chicago · ★4.99 · 4 bedrooms · 12 beds · 3.5 baths,6341314,Pillowhead,t,"Chicago, Illinois, United States",Near West Side,12,$536.00,4.99
Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,40958585,Dorian,t,"Chicago, Illinois, United States",Armour Square,1,$76.00,4.89
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,172402450,Lora,f,"Chicago, Illinois, United States",West Town,2,$88.00,4.81
Home in Chicago · ★4.93 · 3 bedrooms · 7 beds · 3 baths,22247395,Kevin,t,"Chicago, Illinois, United States",West Town,7,$360.00,4.93
Condo in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,40425145,Grace,f,"Chicago, Illinois, United States",Irving Park,1,$55.00,4.79
Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,40425145,Grace,f,"Chicago, Illinois, United States",Irving Park,1,$40.00,4.8
Guest suite in Chicago · ★4.95 · Studio · 2 beds · 1 bath,41634086,Carlton,f,"Chicago, Illinois, United States",Ashburn,2,$133.00,4.95
Rental unit in Chicago · ★4.62 · 1 bedroom · 2 beds · 1.5 baths,47260765,Josue,f,"Chicago, Illinois, United States",Lower West Side,2,$97.00,4.62
Rental unit in Chicago · ★4.96 · 3 bedrooms · 6 beds · 1 bath,47344742,Lois,t,"Chicago, Illinois, United States",Austin,6,$150.00,4.96
Rental unit in Chicago · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,41690970,Hana,f,"Chicago, Illinois, United States",Rogers Park,1,$63.00,5.0
Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,4809843,Jessica & Nathan,f,"Chicago, Illinois, United States",Logan Square,2,$95.00,4.81
Rental unit in Chicago · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,21922655,Angelica,f,"Chicago, Illinois, United States",West Town,1,$60.00,4.77
Rental unit in Chicago · ★4.73 · 1 bedroom · 2 beds · 1 bath,871911,Mo  &  Ganna,t,"Chicago, Illinois, United States",Lake View,2,$91.00,4.73
Loft in Chicago · ★4.81 · 3 bedrooms · 4 beds · 3 baths,16627391,Aaron,t,"Chicago, Illinois, United States",West Town,4,$566.00,4.81
Condo in Chicago · ★4.96 · 2 bedrooms · 3 beds · 2 baths,33782243,Jeff & Lisa,t,"Chicago, Illinois, United States",Lake View,3,$328.00,4.96
